"site_id","year","quarter","kelp","no3","waves","NPGO","MEI","PDO"
61,2000,3,48573,7.26,2.555,1.46,-0.37,-0.78
62,2000,3,383843,7.81,2.21,1.46,-0.37,-0.78
63,2000,3,319910,7.81,2.53,1.46,-0.37,-0.78
64,2000,3,1568286,7.81,1.992,1.46,-0.37,-0.78
65,2000,3,272567,7.23,2.367,1.46,-0.37,-0.78
66,2000,3,290621,8.11,2.469,1.46,-0.37,-0.78
67,2000,3,189115,8.07,2.16,1.46,-0.37,-0.78
68,2000,3,251380,8.07,2.313,1.46,-0.37,-0.78
69,2000,3,220267,7.16,2.722,1.46,-0.37,-0.78
70,2000,3,723622,7.56,2.366,1.46,-0.37,-0.78
71,2000,3,1656782,7.84,2.122,1.46,-0.37,-0.78
72,2000,3,325360,7.84,2.236,1.46,-0.37,-0.78
73,2000,3,182932,7.8,2.751,1.46,-0.37,-0.78
74,2000,3,19235,8.44,2.556,1.46,-0.37,-0.78
75,2000,3,101880,8.08,2.829,1.46,-0.37,-0.78
76,2000,3,1832237,7.6,2.135,1.46,-0.37,-0.78
77,2000,3,1756680,7.64,2.031,1.46,-0.37,-0.78
78,2000,3,4068836,7.56,3.145,1.46,-0.37,-0.78
79,2000,3,3150793,7.69,3.153,1.46,-0.37,-0.78
80,2000,3,1341429,8.29,2.507,1.46,-0.37,-0.78
81,2000,3,290651,8.24,2.105,1.46,-0.37,-0.78
82,2000,3,446028,7.26,2.192,1.46,-0.37,-0.78
83,2000,3,576006,7.25,2.085,1.46,-0.37,-0.78
84,2000,3,51147,6.45,1.428,1.46,-0.37,-0.78
85,2000,3,292736,6.82,1.312,1.46,-0.37,-0.78
86,2000,3,125438,6.81,1.373,1.46,-0.37,-0.78
87,2000,3,389716,6.81,1.312,1.46,-0.37,-0.78
88,2000,3,278336,5.87,1.399,1.46,-0.37,-0.78
89,2000,3,196032,5.53,1.476,1.46,-0.37,-0.78
90,2000,3,149936,5.99,1.525,1.46,-0.37,-0.78
91,2000,3,414552,5.99,1.442,1.46,-0.37,-0.78
92,2000,3,679739,5.98,1.293,1.46,-0.37,-0.78
93,2000,3,729430,5.94,1.125,1.46,-0.37,-0.78
94,2000,3,1144483,5.94,1.369,1.46,-0.37,-0.78
95,2000,3,416036,5.92,1.388,1.46,-0.37,-0.78
96,2000,3,316012,5.92,1.498,1.46,-0.37,-0.78
97,2000,3,158505,5.92,1.652,1.46,-0.37,-0.78
98,2000,3,206988,5.76,1.595,1.46,-0.37,-0.78
99,2000,3,197221,5.73,1.33,1.46,-0.37,-0.78
100,2000,3,231518,5.73,1.378,1.46,-0.37,-0.78
101,2000,3,515688,5.69,1.789,1.46,-0.37,-0.78
102,2000,3,511835,5.77,1.647,1.46,-0.37,-0.78
103,2000,3,596471,5.68,1.729,1.46,-0.37,-0.78
104,2000,3,667357,6.3,1.963,1.46,-0.37,-0.78
105,2000,3,448322,6.3,1.806,1.46,-0.37,-0.78
106,2000,3,866146,6.26,1.954,1.46,-0.37,-0.78
107,2000,3,314359,6.15,1.64,1.46,-0.37,-0.78
108,2000,3,540134,6.15,1.803,1.46,-0.37,-0.78
109,2000,3,601054,6.15,2.19,1.46,-0.37,-0.78
110,2000,3,135197,6.05,1.974,1.46,-0.37,-0.78
111,2000,3,449093,6.05,1.856,1.46,-0.37,-0.78
112,2000,3,504310,5.83,1.683,1.46,-0.37,-0.78
113,2000,3,361762,6.05,1.372,1.46,-0.37,-0.78
114,2000,3,126977,5.92,1.575,1.46,-0.37,-0.78
115,2000,3,469354,6.08,1.976,1.46,-0.37,-0.78
116,2000,3,998214,6.19,2.232,1.46,-0.37,-0.78
117,2000,3,743463,6.2,2.182,1.46,-0.37,-0.78
118,2000,3,313051,6.05,2.074,1.46,-0.37,-0.78
119,2000,3,725100,6.01,2.008,1.46,-0.37,-0.78
120,2000,3,507432,6.01,1.942,1.46,-0.37,-0.78
121,2000,3,123688,6.04,2.093,1.46,-0.37,-0.78
122,2000,3,147835,6.05,1.365,1.46,-0.37,-0.78
123,2000,3,36619,6.12,1.562,1.46,-0.37,-0.78
124,2000,3,207974.5,6.48,1.588,1.46,-0.37,-0.78
125,2000,3,15897,6.54,1.267,1.46,-0.37,-0.78
126,2000,3,104865,6.14,1.674,1.46,-0.37,-0.78
127,2000,3,304407,6.14,1.565,1.46,-0.37,-0.78
128,2000,3,116762,6.07,1.571,1.46,-0.37,-0.78
129,2000,3,103526,6.1,1.672,1.46,-0.37,-0.78
130,2000,3,151972,5.76,1.763,1.46,-0.37,-0.78
131,2000,3,377006,5.76,1.926,1.46,-0.37,-0.78
132,2000,3,420201,6.09,2.088,1.46,-0.37,-0.78
133,2000,3,279540,5.78,2.263,1.46,-0.37,-0.78
134,2000,3,763209,6.13,1.967,1.46,-0.37,-0.78
135,2000,3,608444,6.19,2.359,1.46,-0.37,-0.78
136,2000,3,52308,6.2,2.147,1.46,-0.37,-0.78
137,2000,3,101318,6.19,2.31,1.46,-0.37,-0.78
138,2000,3,24517,6.19,2.741,1.46,-0.37,-0.78
139,2000,3,77664,6.19,1.91,1.46,-0.37,-0.78
140,2000,3,809719,6.19,1.758,1.46,-0.37,-0.78
141,2000,3,528293,6.41,1.977,1.46,-0.37,-0.78
142,2000,3,589535,6.41,1.812,1.46,-0.37,-0.78
143,2000,3,90879,5.84,1.856,1.46,-0.37,-0.78
144,2000,3,4494,5.84,1.7,1.46,-0.37,-0.78
145,2000,3,13899,5.7,1.804,1.46,-0.37,-0.78
146,2000,3,101496,5.65,1.768,1.46,-0.37,-0.78
147,2000,3,10977,5.65,1.814,1.46,-0.37,-0.78
148,2000,3,549104,5.65,2.121,1.46,-0.37,-0.78
149,2000,3,31338,5.65,1.844,1.46,-0.37,-0.78
150,2000,3,335350,5.65,2.159,1.46,-0.37,-0.78
151,2000,3,53800,5.54,1.878,1.46,-0.37,-0.78
152,2000,3,27243,4.9,1.857,1.46,-0.37,-0.78
153,2000,3,86154,4.89,1.83,1.46,-0.37,-0.78
154,2000,3,98831,4.92,1.735,1.46,-0.37,-0.78
155,2000,3,5336,4.9,1.885,1.46,-0.37,-0.78
156,2000,3,44406,4.6,2.277,1.46,-0.37,-0.78
157,2000,3,23053,4.12,2.043,1.46,-0.37,-0.78
158,2000,3,4732,4.56,2.281,1.46,-0.37,-0.78
159,2000,3,88782,4.38,1.967,1.46,-0.37,-0.78
160,2000,3,54127,4.48,1.802,1.46,-0.37,-0.78
161,2000,3,320611,4.48,2.295,1.46,-0.37,-0.78
162,2000,3,398350,4.96,2.441,1.46,-0.37,-0.78
163,2000,3,9631,4.69,1.413,1.46,-0.37,-0.78
164,2000,3,75639,4.85,1.545,1.46,-0.37,-0.78
165,2000,3,96149,4.94,1.805,1.46,-0.37,-0.78
166,2000,3,58533,4.94,1.361,1.46,-0.37,-0.78
167,2000,3,109572,4.94,1.657,1.46,-0.37,-0.78
168,2000,3,24653,4.96,1.513,1.46,-0.37,-0.78
169,2000,3,134202,5.24,1.583,1.46,-0.37,-0.78
170,2000,3,32456,5.05,1.512,1.46,-0.37,-0.78
171,2000,3,82852,5.05,1.97,1.46,-0.37,-0.78
172,2000,3,245619,5.63,1.567,1.46,-0.37,-0.78
173,2000,3,8999,4.58,1.591,1.46,-0.37,-0.78
174,2000,3,25141,4.56,1.349,1.46,-0.37,-0.78
175,2000,3,58213,5.23,1.139,1.46,-0.37,-0.78
176,2000,3,19317,5.35,1.249,1.46,-0.37,-0.78
177,2000,3,5655,5.31,1.318,1.46,-0.37,-0.78
178,2000,3,225071,5.31,1.364,1.46,-0.37,-0.78
179,2000,3,148981,5.34,1.502,1.46,-0.37,-0.78
180,2000,3,181223,4.44,1.394,1.46,-0.37,-0.78
181,2000,3,110085,4.44,1.541,1.46,-0.37,-0.78
182,2000,3,178044,4.3,1.506,1.46,-0.37,-0.78
183,2000,3,1277,5.18,1.602,1.46,-0.37,-0.78
184,2000,3,24637,4.38,1.713,1.46,-0.37,-0.78
185,2000,3,26040,5.4,1.794,1.46,-0.37,-0.78
186,2000,3,122966,5.4,1.505,1.46,-0.37,-0.78
187,2000,3,15875,4.4,1.859,1.46,-0.37,-0.78
188,2000,3,64362,4.88,1.794,1.46,-0.37,-0.78
189,2000,3,135919,4.81,2.027,1.46,-0.37,-0.78
190,2000,3,24933,4.71,1.577,1.46,-0.37,-0.78
191,2000,3,515299,4.71,1.766,1.46,-0.37,-0.78
192,2000,3,51987,4.71,1.618,1.46,-0.37,-0.78
193,2000,3,28172,4.58,1.76,1.46,-0.37,-0.78
194,2000,3,68681,4.64,1.681,1.46,-0.37,-0.78
195,2000,3,333034,4.51,1.897,1.46,-0.37,-0.78
196,2000,3,209095,4.38,1.827,1.46,-0.37,-0.78
197,2000,3,258145,4.43,1.734,1.46,-0.37,-0.78
198,2000,3,448018,4.43,1.728,1.46,-0.37,-0.78
199,2000,3,91732,4.43,1.874,1.46,-0.37,-0.78
200,2000,3,8342,4.25,1.843,1.46,-0.37,-0.78
201,2000,3,75297,4.7,1.688,1.46,-0.37,-0.78
202,2000,3,93654,4.49,1.736,1.46,-0.37,-0.78
203,2000,3,38054,4.7,1.424,1.46,-0.37,-0.78
204,2000,3,226796,4.7,1.459,1.46,-0.37,-0.78
205,2000,3,46174,4.7,1.458,1.46,-0.37,-0.78
206,2000,3,70307,4.7,1.613,1.46,-0.37,-0.78
207,2000,3,15841,4.65,1.489,1.46,-0.37,-0.78
208,2000,3,394196,4.91,1.468,1.46,-0.37,-0.78
209,2000,3,1143972,5.04,1.283,1.46,-0.37,-0.78
210,2000,3,31643,4.83,1.43,1.46,-0.37,-0.78
211,2000,3,112153,3.35,1.876,1.46,-0.37,-0.78
212,2000,3,198631,3.35,2.245,1.46,-0.37,-0.78
213,2000,3,342962,3.35,2.306,1.46,-0.37,-0.78
214,2000,3,433014,2.45,1.651,1.46,-0.37,-0.78
215,2000,3,100650,2.45,2.097,1.46,-0.37,-0.78
216,2000,3,72203,2.83,1.62,1.46,-0.37,-0.78
217,2000,3,164866,2.85,1.529,1.46,-0.37,-0.78
218,2000,3,239129,2.95,1.317,1.46,-0.37,-0.78
219,2000,3,110923,3,1.662,1.46,-0.37,-0.78
220,2000,3,90351,3,1.196,1.46,-0.37,-0.78
221,2000,3,2677,3,1.196,1.46,-0.37,-0.78
222,2000,3,312809,3.04,1.089,1.46,-0.37,-0.78
223,2000,3,355654,3.04,1.245,1.46,-0.37,-0.78
224,2000,3,276838,3.04,1.251,1.46,-0.37,-0.78
225,2000,3,4602,2.06,1.986,1.46,-0.37,-0.78
226,2000,3,1133,2.14,1.751,1.46,-0.37,-0.78
227,2000,3,20929,1.68,1.151,1.46,-0.37,-0.78
228,2000,3,35094,2.21,1.313,1.46,-0.37,-0.78
229,2000,3,91272,2.08,1.346,1.46,-0.37,-0.78
230,2000,3,2939,2.08,1.092,1.46,-0.37,-0.78
231,2000,3,2019,1.97,1.196,1.46,-0.37,-0.78
232,2000,3,184022,1.95,1.236,1.46,-0.37,-0.78
233,2000,3,253167,1.97,1.404,1.46,-0.37,-0.78
234,2000,3,791160,1.81,1.404,1.46,-0.37,-0.78
235,2000,3,133146,1.81,1.429,1.46,-0.37,-0.78
236,2000,3,119443,1.68,1.392,1.46,-0.37,-0.78
237,2000,3,37002,1.75,1.599,1.46,-0.37,-0.78
238,2000,3,196671,1.75,1.786,1.46,-0.37,-0.78
239,2000,3,74479,1.74,2.094,1.46,-0.37,-0.78
240,2000,3,271179,1.74,1.618,1.46,-0.37,-0.78
241,2000,3,52922,1.49,1.634,1.46,-0.37,-0.78
242,2000,3,1649,1.55,2.155,1.46,-0.37,-0.78
243,2000,3,12636,1.09,0.92,1.46,-0.37,-0.78
244,2000,3,21852,0.67,0.867,1.46,-0.37,-0.78
245,2000,3,133464,0.58,0.905,1.46,-0.37,-0.78
246,2000,3,105061,0.54,0.921,1.46,-0.37,-0.78
247,2000,3,38324,0.59,0.936,1.46,-0.37,-0.78
248,2000,3,68663,0.76,1.029,1.46,-0.37,-0.78
249,2000,3,36633,0.72,0.977,1.46,-0.37,-0.78
250,2000,3,210,0.7,1.211,1.46,-0.37,-0.78
251,2000,3,139,0.65,1.005,1.46,-0.37,-0.78
252,2000,3,0,0.68,1.237,1.46,-0.37,-0.78
253,2000,3,1609,0.68,1.089,1.46,-0.37,-0.78
254,2000,3,3117,0.65,1.047,1.46,-0.37,-0.78
255,2000,3,12463,0.65,0.978,1.46,-0.37,-0.78
256,2000,3,7697,0.55,0.851,1.46,-0.37,-0.78
257,2000,3,3203,0.53,0.789,1.46,-0.37,-0.78
258,2000,3,3657,0.5,0.745,1.46,-0.37,-0.78
259,2000,3,968,0.5,0.815,1.46,-0.37,-0.78
260,2000,3,5505,0.51,0.968,1.46,-0.37,-0.78
261,2000,3,6751,0.49,1.072,1.46,-0.37,-0.78
262,2000,3,1943,0.29,0.777,1.46,-0.37,-0.78
263,2000,3,0,0.3,0.778,1.46,-0.37,-0.78
264,2000,3,3435,0.3,0.764,1.46,-0.37,-0.78
265,2000,3,25422,0.27,0.746,1.46,-0.37,-0.78
266,2000,3,41530,0.26,0.784,1.46,-0.37,-0.78
267,2000,3,92621,0.25,0.769,1.46,-0.37,-0.78
268,2000,3,92179,0.24,0.757,1.46,-0.37,-0.78
269,2000,3,46175,0.24,0.726,1.46,-0.37,-0.78
270,2000,3,27772,0.23,0.714,1.46,-0.37,-0.78
271,2000,3,205,0.19,0.667,1.46,-0.37,-0.78
272,2000,3,9697,0.14,0.85,1.46,-0.37,-0.78
273,2000,3,29774,0.14,0.922,1.46,-0.37,-0.78
274,2000,3,350194,0.14,0.974,1.46,-0.37,-0.78
275,2000,3,179093,0.14,0.831,1.46,-0.37,-0.78
276,2000,3,972,0.13,0.967,1.46,-0.37,-0.78
277,2000,3,4184,0.14,0.92,1.46,-0.37,-0.78
278,2000,3,1111,0.14,0.814,1.46,-0.37,-0.78
279,2000,3,1071,0.13,0.933,1.46,-0.37,-0.78
280,2000,3,22872,0.13,0.893,1.46,-0.37,-0.78
281,2000,3,1546,0.13,1.03,1.46,-0.37,-0.78
282,2000,3,2378,0.13,0.888,1.46,-0.37,-0.78
283,2000,3,120128,0.13,0.836,1.46,-0.37,-0.78
284,2000,3,143349,0.14,0.766,1.46,-0.37,-0.78
285,2000,3,4447,0.14,0.732,1.46,-0.37,-0.78
286,2000,3,1599,0.14,0.526,1.46,-0.37,-0.78
287,2000,3,50302,0.11,0.589,1.46,-0.37,-0.78
288,2000,3,8990,0.11,0.614,1.46,-0.37,-0.78
289,2000,3,2317,0.09,0.69,1.46,-0.37,-0.78
290,2000,3,188,0.09,0.818,1.46,-0.37,-0.78
291,2000,3,250,0.08,0.834,1.46,-0.37,-0.78
292,2000,3,5594,0.08,0.878,1.46,-0.37,-0.78
293,2000,3,6993,0.08,0.78,1.46,-0.37,-0.78
294,2000,3,0,0.09,0.475,1.46,-0.37,-0.78
295,2000,3,0,0.09,0.632,1.46,-0.37,-0.78
296,2000,3,0,0.09,0.765,1.46,-0.37,-0.78
297,2000,3,321,0.09,0.697,1.46,-0.37,-0.78
298,2000,3,0,0.09,0.858,1.46,-0.37,-0.78
299,2000,3,10416,0.09,0.851,1.46,-0.37,-0.78
300,2000,3,645,0.08,0.86,1.46,-0.37,-0.78
301,2000,3,66147,0.08,0.846,1.46,-0.37,-0.78
302,2000,3,37992,0.07,1.006,1.46,-0.37,-0.78
303,2000,3,44995,0.07,1.054,1.46,-0.37,-0.78
304,2000,3,9894,0.07,1.147,1.46,-0.37,-0.78
305,2000,3,55103,0.07,1.195,1.46,-0.37,-0.78
306,2000,3,147039,0.07,1.088,1.46,-0.37,-0.78
307,2000,3,31944,0.07,1.005,1.46,-0.37,-0.78
308,2000,3,13586,0.07,1.054,1.46,-0.37,-0.78
309,2000,3,4233,0.07,1.037,1.46,-0.37,-0.78
310,2000,3,12119,0.07,0.923,1.46,-0.37,-0.78
311,2000,3,2117,0.07,0.986,1.46,-0.37,-0.78
312,2000,3,3496,0.07,0.978,1.46,-0.37,-0.78
313,2000,3,4894,0.07,1.004,1.46,-0.37,-0.78
314,2000,3,3444,0.07,0.894,1.46,-0.37,-0.78
315,2000,3,836,0.07,0.946,1.46,-0.37,-0.78
316,2000,3,0,0.07,0.886,1.46,-0.37,-0.78
317,2000,3,0,0.07,0.719,1.46,-0.37,-0.78
318,2000,3,0,0.07,0.771,1.46,-0.37,-0.78
319,2000,3,0,0.07,0.876,1.46,-0.37,-0.78
320,2000,3,327,0.07,0.818,1.46,-0.37,-0.78
321,2000,3,12367,0.07,0.851,1.46,-0.37,-0.78
322,2000,3,22046,0.07,1.022,1.46,-0.37,-0.78
323,2000,3,0,0.07,0.955,1.46,-0.37,-0.78
324,2000,3,3564,0.07,1.093,1.46,-0.37,-0.78
325,2000,3,171836,0.07,1.158,1.46,-0.37,-0.78
326,2000,3,43797,0.07,0.946,1.46,-0.37,-0.78
327,2000,3,1549,0.07,1.051,1.46,-0.37,-0.78
328,2000,3,2319,0.07,1.069,1.46,-0.37,-0.78
329,2000,3,239,0.07,0.792,1.46,-0.37,-0.78
330,2000,3,2050,0.07,0.951,1.46,-0.37,-0.78
331,2000,3,1839,0.07,0.836,1.46,-0.37,-0.78
332,2000,3,163,0.07,0.725,1.46,-0.37,-0.78
333,2000,3,0,0.07,0.765,1.46,-0.37,-0.78
334,2000,3,243,0.07,0.703,1.46,-0.37,-0.78
335,2000,3,9647,0.07,0.785,1.46,-0.37,-0.78
336,2000,3,0,0.07,0.845,1.46,-0.37,-0.78
337,2000,3,17087,0.07,0.906,1.46,-0.37,-0.78
338,2000,3,16298,0.07,0.926,1.46,-0.37,-0.78
339,2000,3,5033,0.07,0.918,1.46,-0.37,-0.78
340,2000,3,4734,0.07,0.909,1.46,-0.37,-0.78
341,2000,3,1824,0.07,0.897,1.46,-0.37,-0.78
342,2000,3,56624,0.07,0.822,1.46,-0.37,-0.78
343,2000,3,31701,0.07,0.845,1.46,-0.37,-0.78
344,2000,3,97987,0.07,1.021,1.46,-0.37,-0.78
345,2000,3,0,0.08,0.993,1.46,-0.37,-0.78
346,2000,3,233,0.08,1.031,1.46,-0.37,-0.78
347,2000,3,0,0.08,1.052,1.46,-0.37,-0.78
348,2000,3,0,0.08,1.044,1.46,-0.37,-0.78
349,2000,3,3698,0.08,0.937,1.46,-0.37,-0.78
350,2000,3,2473,0.08,1.028,1.46,-0.37,-0.78
351,2000,3,0,0.08,1.074,1.46,-0.37,-0.78
352,2000,3,0,0.08,1.149,1.46,-0.37,-0.78
353,2000,3,0,0.08,1.652,1.46,-0.37,-0.78
354,2000,3,296,0.08,1.344,1.46,-0.37,-0.78
355,2000,3,0,0.08,1.395,1.46,-0.37,-0.78
356,2000,3,0,0.08,1.636,1.46,-0.37,-0.78
357,2000,3,0,0.08,1.307,1.46,-0.37,-0.78
358,2000,3,43260,0.08,1.367,1.46,-0.37,-0.78
359,2000,3,211096,0.08,1.255,1.46,-0.37,-0.78
360,2000,3,112430,0.08,1.409,1.46,-0.37,-0.78
361,2000,3,9262,0.08,1.417,1.46,-0.37,-0.78
1,2000,4,0,7.99,3.487,1.96,-0.77,-0.31
2,2000,4,0,7.1,6.302,1.96,-0.77,-0.31
3,2000,4,1076,6.07,4.166,1.96,-0.77,-0.31
4,2000,4,586,6.17,4.057,1.96,-0.77,-0.31
5,2000,4,208,5.92,4.01,1.96,-0.77,-0.31
6,2000,4,4669,5.79,4.038,1.96,-0.77,-0.31
7,2000,4,2861,5.72,3.741,1.96,-0.77,-0.31
8,2000,4,5345,5.53,3.674,1.96,-0.77,-0.31
9,2000,4,7879,6.05,3.575,1.96,-0.77,-0.31
10,2000,4,7615,6.08,3.32,1.96,-0.77,-0.31
11,2000,4,9927,6.07,3.227,1.96,-0.77,-0.31
12,2000,4,11015,6.07,3.629,1.96,-0.77,-0.31
13,2000,4,12896,6.79,3.161,1.96,-0.77,-0.31
14,2000,4,1492,6.46,4.01,1.96,-0.77,-0.31
15,2000,4,454,6.52,2.631,1.96,-0.77,-0.31
16,2000,4,63,6.92,3.141,1.96,-0.77,-0.31
17,2000,4,10739,6.92,2.847,1.96,-0.77,-0.31
18,2000,4,0,6.53,2.934,1.96,-0.77,-0.31
19,2000,4,68,6.5,2.585,1.96,-0.77,-0.31
20,2000,4,452,5.44,2.749,1.96,-0.77,-0.31
21,2000,4,206,5.47,2.813,1.96,-0.77,-0.31
22,2000,4,55594,7.25,0.913,1.96,-0.77,-0.31
23,2000,4,96257,6.87,1.556,1.96,-0.77,-0.31
24,2000,4,132774,6.87,1.476,1.96,-0.77,-0.31
25,2000,4,167572,6.84,2.882,1.96,-0.77,-0.31
26,2000,4,201126,6.44,2.417,1.96,-0.77,-0.31
27,2000,4,143367,6.44,3.334,1.96,-0.77,-0.31
28,2000,4,196042,6.4,4.18,1.96,-0.77,-0.31
29,2000,4,133611,6.31,5.251,1.96,-0.77,-0.31
30,2000,4,42607,6.22,5.327,1.96,-0.77,-0.31
31,2000,4,418633,6.13,5.886,1.96,-0.77,-0.31
32,2000,4,5444,6.14,5.161,1.96,-0.77,-0.31
33,2000,4,56800,6.1,5.022,1.96,-0.77,-0.31
34,2000,4,188800,6.29,4.946,1.96,-0.77,-0.31
35,2000,4,515634,6.29,6.273,1.96,-0.77,-0.31
36,2000,4,659887,6.35,4.011,1.96,-0.77,-0.31
37,2000,4,714186,6.35,5.342,1.96,-0.77,-0.31
38,2000,4,840326,6.35,4.452,1.96,-0.77,-0.31
39,2000,4,297280,6.25,3.7,1.96,-0.77,-0.31
40,2000,4,184951,6.53,3.802,1.96,-0.77,-0.31
41,2000,4,478085,6.01,2.674,1.96,-0.77,-0.31
42,2000,4,851878,6.01,3.486,1.96,-0.77,-0.31
43,2000,4,467885,5.78,3.588,1.96,-0.77,-0.31
44,2000,4,41102,5.64,2.235,1.96,-0.77,-0.31
45,2000,4,31826,5.7,1.765,1.96,-0.77,-0.31
46,2000,4,54455,5.7,2.833,1.96,-0.77,-0.31
47,2000,4,58806,5.55,6.307,1.96,-0.77,-0.31
48,2000,4,255541,5.55,4.822,1.96,-0.77,-0.31
49,2000,4,337743,5.49,3.821,1.96,-0.77,-0.31
50,2000,4,162516,5.07,3.837,1.96,-0.77,-0.31
51,2000,4,218591,5.07,5.276,1.96,-0.77,-0.31
52,2000,4,294614,4.41,7.45,1.96,-0.77,-0.31
53,2000,4,437240,3.87,5.63,1.96,-0.77,-0.31
54,2000,4,576082,3.24,4.651,1.96,-0.77,-0.31
55,2000,4,579011,2.72,4.744,1.96,-0.77,-0.31
56,2000,4,108877,2.72,5.549,1.96,-0.77,-0.31
57,2000,4,632334,3.91,4.993,1.96,-0.77,-0.31
58,2000,4,424092,3.92,5.129,1.96,-0.77,-0.31
59,2000,4,917576,3.92,5.182,1.96,-0.77,-0.31
60,2000,4,688512,3.92,5.368,1.96,-0.77,-0.31
61,2000,4,56352,4.41,6.012,1.96,-0.77,-0.31
62,2000,4,266592,4.45,5.136,1.96,-0.77,-0.31
63,2000,4,172777,4.45,6.074,1.96,-0.77,-0.31
64,2000,4,634719,4.45,4.567,1.96,-0.77,-0.31
65,2000,4,135260,5.02,5.829,1.96,-0.77,-0.31
66,2000,4,107696,4.15,5.224,1.96,-0.77,-0.31
67,2000,4,74677,4.69,4.739,1.96,-0.77,-0.31
68,2000,4,98166,4.69,5.437,1.96,-0.77,-0.31
69,2000,4,41819,4.66,5.8,1.96,-0.77,-0.31
70,2000,4,459940,4.58,5.487,1.96,-0.77,-0.31
71,2000,4,939201,4.33,4.704,1.96,-0.77,-0.31
72,2000,4,346377,4.33,4.572,1.96,-0.77,-0.31
73,2000,4,175396,4.31,5.246,1.96,-0.77,-0.31
74,2000,4,17234,4.71,6.055,1.96,-0.77,-0.31
75,2000,4,39187,5.38,6.674,1.96,-0.77,-0.31
76,2000,4,1482202,4.72,5.713,1.96,-0.77,-0.31
77,2000,4,675572,4.47,5.233,1.96,-0.77,-0.31
78,2000,4,2316746,4.37,7.701,1.96,-0.77,-0.31
79,2000,4,1410686,4.28,9.106,1.96,-0.77,-0.31
80,2000,4,674175,4.24,5.632,1.96,-0.77,-0.31
81,2000,4,152732,4.21,5.384,1.96,-0.77,-0.31
82,2000,4,424847,4.45,5.654,1.96,-0.77,-0.31
83,2000,4,400854,4.44,5.226,1.96,-0.77,-0.31
84,2000,4,70503,4.59,3.265,1.96,-0.77,-0.31
85,2000,4,187190,4.46,3.042,1.96,-0.77,-0.31
86,2000,4,163301,4.46,3.225,1.96,-0.77,-0.31
87,2000,4,311954,4.46,2.966,1.96,-0.77,-0.31
88,2000,4,94024,4.39,3.309,1.96,-0.77,-0.31
89,2000,4,115346,4.26,3.627,1.96,-0.77,-0.31
90,2000,4,76690,4.41,3.799,1.96,-0.77,-0.31
91,2000,4,288007,4.41,3.6,1.96,-0.77,-0.31
92,2000,4,370726,4.41,2.902,1.96,-0.77,-0.31
93,2000,4,506240,4.83,2.356,1.96,-0.77,-0.31
94,2000,4,687905,4.83,3.081,1.96,-0.77,-0.31
95,2000,4,208782,4.83,2.89,1.96,-0.77,-0.31
96,2000,4,143981,4.83,3.395,1.96,-0.77,-0.31
97,2000,4,66458,4.75,4.578,1.96,-0.77,-0.31
98,2000,4,127035,4.54,4.316,1.96,-0.77,-0.31
99,2000,4,164671,4.56,3.336,1.96,-0.77,-0.31
100,2000,4,86315,4.56,4.034,1.96,-0.77,-0.31
101,2000,4,266173,4.45,4.295,1.96,-0.77,-0.31
102,2000,4,330007,4.43,4.112,1.96,-0.77,-0.31
103,2000,4,415084,4.46,4.615,1.96,-0.77,-0.31
104,2000,4,475019,4.45,5.638,1.96,-0.77,-0.31
105,2000,4,497077,4.45,4.486,1.96,-0.77,-0.31
106,2000,4,591883,4.5,4.947,1.96,-0.77,-0.31
107,2000,4,208408,4.28,3.931,1.96,-0.77,-0.31
108,2000,4,278797,4.28,4.553,1.96,-0.77,-0.31
109,2000,4,382117,4.28,6.248,1.96,-0.77,-0.31
110,2000,4,54865,4.23,4.672,1.96,-0.77,-0.31
111,2000,4,248871,4.23,4.498,1.96,-0.77,-0.31
112,2000,4,302388,4.21,3.912,1.96,-0.77,-0.31
113,2000,4,136475,5.16,3.481,1.96,-0.77,-0.31
114,2000,4,68772,4.42,4.628,1.96,-0.77,-0.31
115,2000,4,106543,4.45,5.36,1.96,-0.77,-0.31
116,2000,4,636256,4.47,5.386,1.96,-0.77,-0.31
117,2000,4,526276,4.51,5.582,1.96,-0.77,-0.31
118,2000,4,52088,4.72,4.848,1.96,-0.77,-0.31
119,2000,4,210407,4.34,5.727,1.96,-0.77,-0.31
120,2000,4,185492,4.34,5.193,1.96,-0.77,-0.31
121,2000,4,17147,4.61,4.404,1.96,-0.77,-0.31
122,2000,4,14369,4.6,3.605,1.96,-0.77,-0.31
123,2000,4,21166,4.66,4.475,1.96,-0.77,-0.31
124,2000,4,31957,4.96,3.919,1.96,-0.77,-0.31
125,2000,4,1975,4.99,3.538,1.96,-0.77,-0.31
126,2000,4,31005,4.62,4.461,1.96,-0.77,-0.31
127,2000,4,52350,4.62,3.884,1.96,-0.77,-0.31
128,2000,4,15868,4.67,3.844,1.96,-0.77,-0.31
129,2000,4,21935,4.65,4.232,1.96,-0.77,-0.31
130,2000,4,89406,4.22,4.222,1.96,-0.77,-0.31
131,2000,4,231074,4.24,4.734,1.96,-0.77,-0.31
132,2000,4,273878,4.33,5.324,1.96,-0.77,-0.31
133,2000,4,146598,4.41,5.995,1.96,-0.77,-0.31
134,2000,4,530043,4.41,4.483,1.96,-0.77,-0.31
135,2000,4,452811,4.24,5.152,1.96,-0.77,-0.31
136,2000,4,108098,4.27,6.139,1.96,-0.77,-0.31
