"site_id","year","quarter","kelp","no3","waves","NPGO","MEI","PDO","mean_surf_temp"
197,2003,3,19769,4.22,1.568,0.95,0.03,0.55,18.2896551724138
198,2003,3,70560,4.22,1.562,0.95,0.03,0.55,18.2896551724138
199,2003,3,2848,4.39,1.687,0.95,0.03,0.55,18.2896551724138
200,2003,3,13639,4.19,1.653,0.95,0.03,0.55,18.2896551724138
201,2003,3,25234,4.34,1.525,0.95,0.03,0.55,18.2896551724138
202,2003,3,5659,4.33,1.568,0.95,0.03,0.55,18.2896551724138
203,2003,3,64114,3.82,1.287,0.95,0.03,0.55,18.2896551724138
204,2003,3,414715,3.82,1.324,0.95,0.03,0.55,18.2896551724138
205,2003,3,81461,3.82,1.308,0.95,0.03,0.55,18.2896551724138
206,2003,3,35313,3.82,1.418,0.95,0.03,0.55,18.2896551724138
207,2003,3,31914,3.78,1.334,0.95,0.03,0.55,18.2896551724138
208,2003,3,339540,3.25,1.385,0.95,0.03,0.55,18.2896551724138
209,2003,3,959081,4.25,1.152,0.95,0.03,0.55,18.2896551724138
210,2003,3,80361,4.54,1.251,0.95,0.03,0.55,18.2896551724138
211,2003,3,64580,4.08,1.854,0.95,0.03,0.55,18.2896551724138
212,2003,3,67697,4.08,2.144,0.95,0.03,0.55,18.2896551724138
213,2003,3,159957,4.07,1.991,0.95,0.03,0.55,18.2896551724138
214,2003,3,291970,4.8,1.506,0.95,0.03,0.55,18.2896551724138
215,2003,3,173557,4.8,1.775,0.95,0.03,0.55,18.2896551724138
216,2003,3,35603,2.49,1.452,0.95,0.03,0.55,18.2896551724138
217,2003,3,282816,2.3,1.383,0.95,0.03,0.55,18.2896551724138
218,2003,3,218403,2.31,1.136,0.95,0.03,0.55,18.2896551724138
219,2003,3,75833,1.58,1.382,0.95,0.03,0.55,18.2896551724138
220,2003,3,70249,1.58,1.036,0.95,0.03,0.55,18.2896551724138
221,2003,3,0,1.58,1.036,0.95,0.03,0.55,18.2896551724138
222,2003,3,108185,1.57,0.954,0.95,0.03,0.55,18.2896551724138
223,2003,3,533209,1.57,1.096,0.95,0.03,0.55,18.2896551724138
224,2003,3,182627,1.57,1.096,0.95,0.03,0.55,18.2896551724138
225,2003,3,296764,4.77,1.827,0.95,0.03,0.55,18.2896551724138
226,2003,3,87592,3.3,1.603,0.95,0.03,0.55,18.2896551724138
227,2003,3,219371,4.28,1.113,0.95,0.03,0.55,18.2896551724138
228,2003,3,987985,3.52,1.249,0.95,0.03,0.55,18.2896551724138
229,2003,3,1254598,3.52,1.332,0.95,0.03,0.55,18.2896551724138
230,2003,3,2199,3.52,1.084,0.95,0.03,0.55,18.2896551724138
231,2003,3,31902,3.36,1.123,0.95,0.03,0.55,18.2896551724138
232,2003,3,517307,2.81,1.135,0.95,0.03,0.55,18.2896551724138
233,2003,3,1111980,2.74,1.266,0.95,0.03,0.55,18.2896551724138
234,2003,3,1330477,2.76,1.259,0.95,0.03,0.55,18.2896551724138
235,2003,3,360327,2.76,1.284,0.95,0.03,0.55,18.2896551724138
236,2003,3,780279,2.52,1.25,0.95,0.03,0.55,18.2896551724138
237,2003,3,85729,2.22,1.408,0.95,0.03,0.55,18.2896551724138
238,2003,3,1225753,2.22,1.594,0.95,0.03,0.55,18.2896551724138
239,2003,3,1253580,2.22,1.826,0.95,0.03,0.55,18.2896551724138
240,2003,3,206501,2.22,1.439,0.95,0.03,0.55,18.2896551724138
241,2003,3,135368,2.22,1.457,0.95,0.03,0.55,18.2896551724138
242,2003,3,4376,1.46,1.868,0.95,0.03,0.55,18.2896551724138
243,2003,3,32564,1.43,0.885,0.95,0.03,0.55,18.2896551724138
244,2003,3,71155,0.91,0.796,0.95,0.03,0.55,18.2896551724138
245,2003,3,444431,0.48,0.885,0.95,0.03,0.55,18.2896551724138
246,2003,3,760248,0.46,0.905,0.95,0.03,0.55,18.2896551724138
247,2003,3,1375925,0.44,0.909,0.95,0.03,0.55,18.2896551724138
248,2003,3,1528869,0.26,0.961,0.95,0.03,0.55,18.2896551724138
249,2003,3,1214716,0.29,0.897,0.95,0.03,0.55,18.2896551724138
250,2003,3,708725,0.27,1.135,0.95,0.03,0.55,18.2896551724138
251,2003,3,507705,0.25,0.908,0.95,0.03,0.55,18.2896551724138
252,2003,3,1596,0.22,1.176,0.95,0.03,0.55,18.2896551724138
253,2003,3,55638,0.22,0.985,0.95,0.03,0.55,18.2896551724138
254,2003,3,121551,0.23,0.945,0.95,0.03,0.55,18.2896551724138
255,2003,3,81171,0.23,0.88,0.95,0.03,0.55,18.2896551724138
256,2003,3,527715,0.22,0.785,0.95,0.03,0.55,18.2896551724138
257,2003,3,867396,0.21,0.647,0.95,0.03,0.55,18.2896551724138
258,2003,3,602183,0.2,0.679,0.95,0.03,0.55,18.2896551724138
259,2003,3,98277,0.21,0.775,0.95,0.03,0.55,18.2896551724138
260,2003,3,26983,0.2,0.886,0.95,0.03,0.55,18.2896551724138
261,2003,3,1185,0.2,0.937,0.95,0.03,0.55,18.2896551724138
262,2003,3,0,0.14,0.629,0.95,0.03,0.55,18.2896551724138
263,2003,3,42847,0.14,0.629,0.95,0.03,0.55,18.2896551724138
264,2003,3,2852,0.14,0.687,0.95,0.03,0.55,18.2896551724138
265,2003,3,777584,0.14,0.7,0.95,0.03,0.55,18.2896551724138
266,2003,3,296463,0.13,0.727,0.95,0.03,0.55,18.2896551724138
267,2003,3,203583,0.13,0.705,0.95,0.03,0.55,18.2896551724138
268,2003,3,214074,0.14,0.696,0.95,0.03,0.55,18.2896551724138
269,2003,3,34115,0.14,0.659,0.95,0.03,0.55,18.2896551724138
270,2003,3,9194,0.14,0.657,0.95,0.03,0.55,18.2896551724138
271,2003,3,77153,0.09,0.621,0.95,0.03,0.55,18.2896551724138
272,2003,3,14596,0.09,0.757,0.95,0.03,0.55,18.2896551724138
273,2003,3,12399,0.09,0.825,0.95,0.03,0.55,18.2896551724138
274,2003,3,192624,0.09,0.956,0.95,0.03,0.55,18.2896551724138
275,2003,3,120726,0.09,0.801,0.95,0.03,0.55,18.2896551724138
276,2003,3,76453,0.1,0.956,0.95,0.03,0.55,18.2896551724138
277,2003,3,109384,0.1,0.909,0.95,0.03,0.55,18.2896551724138
278,2003,3,28671,0.09,0.8,0.95,0.03,0.55,18.2896551724138
279,2003,3,431721,0.1,0.92,0.95,0.03,0.55,18.2896551724138
280,2003,3,226947,0.1,0.88,0.95,0.03,0.55,18.2896551724138
281,2003,3,72500,0.1,1.019,0.95,0.03,0.55,18.2896551724138
282,2003,3,253334,0.1,0.877,0.95,0.03,0.55,18.2896551724138
283,2003,3,255798,0.1,0.826,0.95,0.03,0.55,18.2896551724138
284,2003,3,430038,0.09,0.754,0.95,0.03,0.55,18.2896551724138
285,2003,3,643,0.09,0.719,0.95,0.03,0.55,18.2896551724138
286,2003,3,0,0.09,0.519,0.95,0.03,0.55,18.2896551724138
287,2003,3,68066,0.09,0.574,0.95,0.03,0.55,18.2896551724138
288,2003,3,38088,0.09,0.604,0.95,0.03,0.55,18.2896551724138
289,2003,3,18901,0.08,0.678,0.95,0.03,0.55,18.2896551724138
290,2003,3,0,0.08,0.806,0.95,0.03,0.55,18.2896551724138
291,2003,3,16285,0.08,0.822,0.95,0.03,0.55,18.2896551724138
292,2003,3,23329,0.08,0.866,0.95,0.03,0.55,18.2896551724138
293,2003,3,20924,0.08,0.769,0.95,0.03,0.55,18.2896551724138
294,2003,3,15813,0.08,0.463,0.95,0.03,0.55,18.2896551724138
295,2003,3,0,0.08,0.623,0.95,0.03,0.55,18.2896551724138
296,2003,3,0,0.08,0.739,0.95,0.03,0.55,18.2896551724138
297,2003,3,0,0.08,0.682,0.95,0.03,0.55,18.2896551724138
298,2003,3,1474,0.08,0.813,0.95,0.03,0.55,18.2896551724138
299,2003,3,55950,0.09,0.837,0.95,0.03,0.55,18.2896551724138
300,2003,3,1563,0.09,0.85,0.95,0.03,0.55,18.2896551724138
301,2003,3,26668,0.09,0.835,0.95,0.03,0.55,18.2896551724138
302,2003,3,179894,0.07,1.002,0.95,0.03,0.55,18.2896551724138
303,2003,3,104005,0.07,1.026,0.95,0.03,0.55,18.2896551724138
304,2003,3,94858,0.07,1.146,0.95,0.03,0.55,18.2896551724138
305,2003,3,366720,0.07,1.182,0.95,0.03,0.55,18.2896551724138
306,2003,3,177315,0.07,1.074,0.95,0.03,0.55,18.2896551724138
307,2003,3,245265,0.08,0.967,0.95,0.03,0.55,18.2896551724138
308,2003,3,1431363,0.08,1.038,0.95,0.03,0.55,18.2896551724138
309,2003,3,698551,0.08,0.985,0.95,0.03,0.55,18.2896551724138
310,2003,3,505975,0.08,0.913,0.95,0.03,0.55,18.2896551724138
311,2003,3,143596,0.08,0.936,0.95,0.03,0.55,18.2896551724138
312,2003,3,68769,0.08,0.93,0.95,0.03,0.55,18.2896551724138
313,2003,3,222728,0.08,0.98,0.95,0.03,0.55,18.2896551724138
314,2003,3,125397,0.08,0.868,0.95,0.03,0.55,18.2896551724138
315,2003,3,32283,0.08,0.861,0.95,0.03,0.55,18.2896551724138
316,2003,3,31084,0.08,0.824,0.95,0.03,0.55,18.2896551724138
317,2003,3,10377,0.08,0.67,0.95,0.03,0.55,18.2896551724138
318,2003,3,40538,0.08,0.718,0.95,0.03,0.55,18.2896551724138
319,2003,3,7187,0.08,0.822,0.95,0.03,0.55,18.2896551724138
320,2003,3,8979,0.08,0.769,0.95,0.03,0.55,18.2896551724138
321,2003,3,30040,0.08,0.786,0.95,0.03,0.55,18.2896551724138
322,2003,3,8989,0.08,0.937,0.95,0.03,0.55,18.2896551724138
323,2003,3,33929,0.08,0.88,0.95,0.03,0.55,18.2896551724138
324,2003,3,80844,0.08,1.031,0.95,0.03,0.55,18.2896551724138
325,2003,3,91570,0.07,1.047,0.95,0.03,0.55,18.2896551724138
326,2003,3,26654,0.07,0.926,0.95,0.03,0.55,18.2896551724138
327,2003,3,1002,0.07,1.018,0.95,0.03,0.55,18.2896551724138
328,2003,3,8276,0.07,1.011,0.95,0.03,0.55,18.2896551724138
329,2003,3,0,0.07,0.724,0.95,0.03,0.55,18.2896551724138
330,2003,3,2791,0.07,0.915,0.95,0.03,0.55,18.2896551724138
331,2003,3,307,0.07,0.759,0.95,0.03,0.55,18.2896551724138
332,2003,3,2082,0.07,0.613,0.95,0.03,0.55,18.2896551724138
333,2003,3,1800,0.07,0.679,0.95,0.03,0.55,18.2896551724138
334,2003,3,0,0.07,0.649,0.95,0.03,0.55,18.2896551724138
335,2003,3,8313,0.07,0.779,0.95,0.03,0.55,18.2896551724138
336,2003,3,1960,0.07,0.819,0.95,0.03,0.55,18.2896551724138
337,2003,3,4973,0.07,0.867,0.95,0.03,0.55,18.2896551724138
338,2003,3,8783,0.07,0.874,0.95,0.03,0.55,18.2896551724138
339,2003,3,525,0.07,0.861,0.95,0.03,0.55,18.2896551724138
340,2003,3,2423,0.07,0.868,0.95,0.03,0.55,18.2896551724138
341,2003,3,7173,0.07,0.846,0.95,0.03,0.55,18.2896551724138
342,2003,3,4475,0.07,0.796,0.95,0.03,0.55,18.2896551724138
343,2003,3,831,0.07,0.783,0.95,0.03,0.55,18.2896551724138
344,2003,3,47563,0.07,0.931,0.95,0.03,0.55,18.2896551724138
345,2003,3,0,0.07,0.96,0.95,0.03,0.55,18.2896551724138
346,2003,3,847,0.07,1.01,0.95,0.03,0.55,18.2896551724138
347,2003,3,505,0.07,1.026,0.95,0.03,0.55,18.2896551724138
348,2003,3,0,0.07,1.011,0.95,0.03,0.55,18.2896551724138
349,2003,3,1223,0.07,0.898,0.95,0.03,0.55,18.2896551724138
350,2003,3,1728,0.07,0.959,0.95,0.03,0.55,18.2896551724138
351,2003,3,0,0.07,0.998,0.95,0.03,0.55,18.2896551724138
352,2003,3,35096,0.07,1.095,0.95,0.03,0.55,18.2896551724138
353,2003,3,95489,0.08,1.486,0.95,0.03,0.55,18.2896551724138
354,2003,3,23656,0.08,1.338,0.95,0.03,0.55,18.2896551724138
355,2003,3,80097,0.08,1.263,0.95,0.03,0.55,18.2896551724138
356,2003,3,198393,0.08,1.449,0.95,0.03,0.55,18.2896551724138
357,2003,3,138531,0.08,1.205,0.95,0.03,0.55,18.2896551724138
358,2003,3,877397,0.08,1.275,0.95,0.03,0.55,18.2896551724138
359,2003,3,780893,0.08,1.168,0.95,0.03,0.55,18.2896551724138
360,2003,3,1922075,0.08,1.251,0.95,0.03,0.55,18.2896551724138
361,2003,3,43553,0.08,1.28,0.95,0.03,0.55,18.2896551724138
1,2003,4,0,4.45,2.996,0.47,0.23,0.27,15.8444444444444
2,2003,4,0,5.16,4.092,0.47,0.23,0.27,15.8444444444444
3,2003,4,6413,4.98,3.16,0.47,0.23,0.27,15.8444444444444
4,2003,4,2638,4.93,3.061,0.47,0.23,0.27,15.8444444444444
5,2003,4,383,4.91,3.123,0.47,0.23,0.27,15.8444444444444
6,2003,4,14258,4.93,3.157,0.47,0.23,0.27,15.8444444444444
7,2003,4,1892,5.13,3.138,0.47,0.23,0.27,15.8444444444444
8,2003,4,5902,5.09,3.012,0.47,0.23,0.27,15.8444444444444
9,2003,4,1804,5.27,3.054,0.47,0.23,0.27,15.8444444444444
10,2003,4,2070,5.32,3.017,0.47,0.23,0.27,15.8444444444444
11,2003,4,801,5.34,2.992,0.47,0.23,0.27,15.8444444444444
12,2003,4,14492,5.34,3.099,0.47,0.23,0.27,15.8444444444444
13,2003,4,45145,5.37,2.998,0.47,0.23,0.27,15.8444444444444
14,2003,4,15508,5.37,3.026,0.47,0.23,0.27,15.8444444444444
15,2003,4,10955,5.37,2.551,0.47,0.23,0.27,15.8444444444444
16,2003,4,0,5.25,2.506,0.47,0.23,0.27,15.8444444444444
17,2003,4,108118,5.25,2.341,0.47,0.23,0.27,15.8444444444444
18,2003,4,842,5.04,2.232,0.47,0.23,0.27,15.8444444444444
19,2003,4,2120,5.06,2.225,0.47,0.23,0.27,15.8444444444444
20,2003,4,5336,5,2.205,0.47,0.23,0.27,15.8444444444444
21,2003,4,7156,5,2.176,0.47,0.23,0.27,15.8444444444444
22,2003,4,21615,4.14,0.858,0.47,0.23,0.27,15.8444444444444
23,2003,4,37657,4.02,1.421,0.47,0.23,0.27,15.8444444444444
24,2003,4,56834,4.02,1.321,0.47,0.23,0.27,15.8444444444444
25,2003,4,45273,3.99,2.468,0.47,0.23,0.27,15.8444444444444
26,2003,4,89322,4.46,2.035,0.47,0.23,0.27,15.8444444444444
27,2003,4,99363,4.46,2.727,0.47,0.23,0.27,15.8444444444444
28,2003,4,99146,4.48,3.628,0.47,0.23,0.27,15.8444444444444
29,2003,4,63116,5.06,4.345,0.47,0.23,0.27,15.8444444444444
30,2003,4,8749,5.07,3.681,0.47,0.23,0.27,15.8444444444444
31,2003,4,158318,5.05,4.65,0.47,0.23,0.27,15.8444444444444
32,2003,4,0,5.09,4.474,0.47,0.23,0.27,15.8444444444444
33,2003,4,9303,5.43,4.546,0.47,0.23,0.27,15.8444444444444
34,2003,4,48152,5.7,4.195,0.47,0.23,0.27,15.8444444444444
35,2003,4,181485,5.7,4.143,0.47,0.23,0.27,15.8444444444444
36,2003,4,201106,5.9,2.63,0.47,0.23,0.27,15.8444444444444
37,2003,4,155001,5.9,3.659,0.47,0.23,0.27,15.8444444444444
38,2003,4,228713,5.9,2.898,0.47,0.23,0.27,15.8444444444444
39,2003,4,95191,5.89,2.368,0.47,0.23,0.27,15.8444444444444
40,2003,4,103856,5.69,2.603,0.47,0.23,0.27,15.8444444444444
41,2003,4,186964,6.02,2.231,0.47,0.23,0.27,15.8444444444444
42,2003,4,284120,6.02,2.366,0.47,0.23,0.27,15.8444444444444
43,2003,4,395508,6,2.895,0.47,0.23,0.27,15.8444444444444
44,2003,4,51907,6.01,1.826,0.47,0.23,0.27,15.8444444444444
45,2003,4,28005,5.98,1.614,0.47,0.23,0.27,15.8444444444444
46,2003,4,80272,5.97,2.482,0.47,0.23,0.27,15.8444444444444
47,2003,4,21712,6.17,4.364,0.47,0.23,0.27,15.8444444444444
48,2003,4,234359,6.17,4.025,0.47,0.23,0.27,15.8444444444444
49,2003,4,237122,6.17,2.552,0.47,0.23,0.27,15.8444444444444
50,2003,4,104603,5.94,2.64,0.47,0.23,0.27,15.8444444444444
51,2003,4,29203,5.94,4.141,0.47,0.23,0.27,15.8444444444444
52,2003,4,55193,5.69,4.77,0.47,0.23,0.27,15.8444444444444
53,2003,4,136089,5.69,4.548,0.47,0.23,0.27,15.8444444444444
54,2003,4,141914,5.71,3.526,0.47,0.23,0.27,15.8444444444444
55,2003,4,228330,6.23,3.023,0.47,0.23,0.27,15.8444444444444
56,2003,4,20886,6.23,4.226,0.47,0.23,0.27,15.8444444444444
57,2003,4,166317,5.9,4.297,0.47,0.23,0.27,15.8444444444444
58,2003,4,132981,5.71,3.601,0.47,0.23,0.27,15.8444444444444
59,2003,4,219534,5.71,3.885,0.47,0.23,0.27,15.8444444444444
60,2003,4,149149,5.71,4.086,0.47,0.23,0.27,15.8444444444444
61,2003,4,8234,5.74,4.413,0.47,0.23,0.27,15.8444444444444
62,2003,4,46914,5.67,3.766,0.47,0.23,0.27,15.8444444444444
63,2003,4,74043,5.67,4.396,0.47,0.23,0.27,15.8444444444444
64,2003,4,631690,5.67,3.389,0.47,0.23,0.27,15.8444444444444
65,2003,4,66825,6.89,4.047,0.47,0.23,0.27,15.8444444444444
66,2003,4,54270,6.06,4.216,0.47,0.23,0.27,15.8444444444444
67,2003,4,27981,7.01,3.712,0.47,0.23,0.27,15.8444444444444
68,2003,4,15119,7.01,4.036,0.47,0.23,0.27,15.8444444444444
69,2003,4,10986,6.56,4.813,0.47,0.23,0.27,15.8444444444444
70,2003,4,175125,6.48,4.113,0.47,0.23,0.27,15.8444444444444
71,2003,4,305764,6.23,3.696,0.47,0.23,0.27,15.8444444444444
72,2003,4,40113,6.23,3.785,0.47,0.23,0.27,15.8444444444444
73,2003,4,2281,6.2,4.702,0.47,0.23,0.27,15.8444444444444
74,2003,4,6063,6.2,4.496,0.47,0.23,0.27,15.8444444444444
75,2003,4,7579,5.87,4.969,0.47,0.23,0.27,15.8444444444444
76,2003,4,200991,5.58,3.701,0.47,0.23,0.27,15.8444444444444
77,2003,4,120944,5.35,3.536,0.47,0.23,0.27,15.8444444444444
78,2003,4,524224,5.32,5.617,0.47,0.23,0.27,15.8444444444444
79,2003,4,537395,5.36,5.708,0.47,0.23,0.27,15.8444444444444
80,2003,4,226820,5.41,4.408,0.47,0.23,0.27,15.8444444444444
81,2003,4,7827,5.41,3.626,0.47,0.23,0.27,15.8444444444444
82,2003,4,78989,5.52,3.876,0.47,0.23,0.27,15.8444444444444
83,2003,4,58455,5.52,3.665,0.47,0.23,0.27,15.8444444444444
84,2003,4,110658,5.2,3.141,0.47,0.23,0.27,15.8444444444444
85,2003,4,181165,5.05,3.115,0.47,0.23,0.27,15.8444444444444
86,2003,4,141648,5.02,2.97,0.47,0.23,0.27,15.8444444444444
87,2003,4,874117,5.01,2.983,0.47,0.23,0.27,15.8444444444444
88,2003,4,178038,4.9,3.011,0.47,0.23,0.27,15.8444444444444
89,2003,4,336912,4.9,2.976,0.47,0.23,0.27,15.8444444444444
90,2003,4,137560,4.9,3.063,0.47,0.23,0.27,15.8444444444444
91,2003,4,498034,4.9,3.057,0.47,0.23,0.27,15.8444444444444
92,2003,4,607068,4.9,2.693,0.47,0.23,0.27,15.8444444444444
93,2003,4,522789,4.77,2.588,0.47,0.23,0.27,15.8444444444444
94,2003,4,692799,4.77,2.686,0.47,0.23,0.27,15.8444444444444
95,2003,4,249608,4.77,2.756,0.47,0.23,0.27,15.8444444444444
96,2003,4,150465,4.77,2.613,0.47,0.23,0.27,15.8444444444444
97,2003,4,53833,4.76,3.015,0.47,0.23,0.27,15.8444444444444
98,2003,4,166349,4.33,2.806,0.47,0.23,0.27,15.8444444444444
99,2003,4,207857,4.35,2.67,0.47,0.23,0.27,15.8444444444444
100,2003,4,129420,4.35,2.56,0.47,0.23,0.27,15.8444444444444
101,2003,4,322584,4.35,2.998,0.47,0.23,0.27,15.8444444444444
102,2003,4,339457,4.47,2.782,0.47,0.23,0.27,15.8444444444444
103,2003,4,385662,4.35,2.984,0.47,0.23,0.27,15.8444444444444
104,2003,4,474185,4.16,3.554,0.47,0.23,0.27,15.8444444444444
105,2003,4,560924,4.16,3.011,0.47,0.23,0.27,15.8444444444444
106,2003,4,505942,4.15,3.334,0.47,0.23,0.27,15.8444444444444
107,2003,4,181148,4.15,2.668,0.47,0.23,0.27,15.8444444444444
108,2003,4,273050,4.15,3.028,0.47,0.23,0.27,15.8444444444444
109,2003,4,258151,4.15,3.812,0.47,0.23,0.27,15.8444444444444
110,2003,4,45890,4.05,3.271,0.47,0.23,0.27,15.8444444444444
111,2003,4,332010,4.05,3.07,0.47,0.23,0.27,15.8444444444444
112,2003,4,451812,3.93,2.725,0.47,0.23,0.27,15.8444444444444
113,2003,4,303084,3.4,2.422,0.47,0.23,0.27,15.8444444444444
114,2003,4,84448,3.46,2.853,0.47,0.23,0.27,15.8444444444444
115,2003,4,177982,3.47,3.36,0.47,0.23,0.27,15.8444444444444
116,2003,4,829756,3.93,3.769,0.47,0.23,0.27,15.8444444444444
117,2003,4,748159,3.92,3.722,0.47,0.23,0.27,15.8444444444444
118,2003,4,90055,3.87,3.543,0.47,0.23,0.27,15.8444444444444
119,2003,4,356148,4.04,3.551,0.47,0.23,0.27,15.8444444444444
120,2003,4,427904,4.04,3.536,0.47,0.23,0.27,15.8444444444444
121,2003,4,160273,3.6,3.554,0.47,0.23,0.27,15.8444444444444
122,2003,4,31490,3.59,2.539,0.47,0.23,0.27,15.8444444444444
123,2003,4,32071,2.74,2.812,0.47,0.23,0.27,15.8444444444444
124,2003,4,52800,2.88,2.729,0.47,0.23,0.27,15.8444444444444
125,2003,4,0,2.88,2.41,0.47,0.23,0.27,15.8444444444444
126,2003,4,58266,2.77,2.936,0.47,0.23,0.27,15.8444444444444
127,2003,4,133312,2.77,2.656,0.47,0.23,0.27,15.8444444444444
128,2003,4,57622,2.85,2.597,0.47,0.23,0.27,15.8444444444444
129,2003,4,55038,2.76,2.792,0.47,0.23,0.27,15.8444444444444
130,2003,4,216972,2.74,2.877,0.47,0.23,0.27,15.8444444444444
131,2003,4,285104,2.74,3.184,0.47,0.23,0.27,15.8444444444444
132,2003,4,297136,3.32,3.53,0.47,0.23,0.27,15.8444444444444
133,2003,4,83366,3.21,3.878,0.47,0.23,0.27,15.8444444444444
134,2003,4,327492,3.23,3.386,0.47,0.23,0.27,15.8444444444444
135,2003,4,177149,3.12,4.07,0.47,0.23,0.27,15.8444444444444
136,2003,4,50658,3.1,3.751,0.47,0.23,0.27,15.8444444444444
137,2003,4,131753,3.12,4.05,0.47,0.23,0.27,15.8444444444444
138,2003,4,20173,3.1,4.843,0.47,0.23,0.27,15.8444444444444
139,2003,4,25373,3.28,3.255,0.47,0.23,0.27,15.8444444444444
140,2003,4,480257,3.28,2.979,0.47,0.23,0.27,15.8444444444444
141,2003,4,346840,3.32,3.416,0.47,0.23,0.27,15.8444444444444
142,2003,4,402583,3.32,3.114,0.47,0.23,0.27,15.8444444444444
143,2003,4,114732,3.32,3.347,0.47,0.23,0.27,15.8444444444444
144,2003,4,136942,3.32,2.876,0.47,0.23,0.27,15.8444444444444
145,2003,4,106555,3.32,2.987,0.47,0.23,0.27,15.8444444444444
146,2003,4,200784,3.39,3.003,0.47,0.23,0.27,15.8444444444444
147,2003,4,143165,3.39,3.033,0.47,0.23,0.27,15.8444444444444
148,2003,4,443854,3.39,3.648,0.47,0.23,0.27,15.8444444444444
149,2003,4,19932,3.39,3.307,0.47,0.23,0.27,15.8444444444444
150,2003,4,183805,3.39,3.739,0.47,0.23,0.27,15.8444444444444
151,2003,4,73816,3.38,3.324,0.47,0.23,0.27,15.8444444444444
152,2003,4,29860,3.4,3.189,0.47,0.23,0.27,15.8444444444444
153,2003,4,82274,3.23,3.091,0.47,0.23,0.27,15.8444444444444
154,2003,4,173474,3.33,2.968,0.47,0.23,0.27,15.8444444444444
155,2003,4,40689,3.33,3.205,0.47,0.23,0.27,15.8444444444444
156,2003,4,17172,3.83,4.006,0.47,0.23,0.27,15.8444444444444
157,2003,4,2776,3.81,3.571,0.47,0.23,0.27,15.8444444444444
158,2003,4,0,3.73,4.037,0.47,0.23,0.27,15.8444444444444
159,2003,4,18977,3.6,3.383,0.47,0.23,0.27,15.8444444444444
160,2003,4,13287,3.55,3.125,0.47,0.23,0.27,15.8444444444444
161,2003,4,36977,3.55,4.07,0.47,0.23,0.27,15.8444444444444
162,2003,4,42126,3.59,4.392,0.47,0.23,0.27,15.8444444444444
163,2003,4,7224,3.77,2.514,0.47,0.23,0.27,15.8444444444444
164,2003,4,51041,3.76,2.771,0.47,0.23,0.27,15.8444444444444
165,2003,4,18908,3.76,3.21,0.47,0.23,0.27,15.8444444444444
166,2003,4,13705,3.76,2.341,0.47,0.23,0.27,15.8444444444444
167,2003,4,46260,3.75,2.879,0.47,0.23,0.27,15.8444444444444
168,2003,4,114678,3.75,2.661,0.47,0.23,0.27,15.8444444444444
169,2003,4,174597,3.77,2.691,0.47,0.23,0.27,15.8444444444444
170,2003,4,60193,3.79,2.365,0.47,0.23,0.27,15.8444444444444
171,2003,4,109114,3.79,3.696,0.47,0.23,0.27,15.8444444444444
172,2003,4,403547,3.91,2.804,0.47,0.23,0.27,15.8444444444444
173,2003,4,16794,3.67,2.856,0.47,0.23,0.27,15.8444444444444
174,2003,4,94352,3.66,2.363,0.47,0.23,0.27,15.8444444444444
175,2003,4,34087,3.83,2.068,0.47,0.23,0.27,15.8444444444444
176,2003,4,20350,3.71,2.329,0.47,0.23,0.27,15.8444444444444
177,2003,4,10299,3.69,2.447,0.47,0.23,0.27,15.8444444444444
178,2003,4,141600,3.69,2.342,0.47,0.23,0.27,15.8444444444444
179,2003,4,386065,3.68,2.581,0.47,0.23,0.27,15.8444444444444
180,2003,4,226831,3.67,2.374,0.47,0.23,0.27,15.8444444444444
181,2003,4,407547,3.67,2.771,0.47,0.23,0.27,15.8444444444444
182,2003,4,207588,3.62,2.571,0.47,0.23,0.27,15.8444444444444
183,2003,4,5461,3.72,2.849,0.47,0.23,0.27,15.8444444444444
184,2003,4,29284,3.61,3.032,0.47,0.23,0.27,15.8444444444444
185,2003,4,55233,3.64,3.041,0.47,0.23,0.27,15.8444444444444
186,2003,4,73912,3.64,2.499,0.47,0.23,0.27,15.8444444444444
187,2003,4,18792,3.55,3.147,0.47,0.23,0.27,15.8444444444444
188,2003,4,26684,3.55,3.103,0.47,0.23,0.27,15.8444444444444
189,2003,4,92512,3.41,3.454,0.47,0.23,0.27,15.8444444444444
190,2003,4,18535,3.41,2.606,0.47,0.23,0.27,15.8444444444444
191,2003,4,255037,3.41,3.067,0.47,0.23,0.27,15.8444444444444
192,2003,4,21444,3.38,2.787,0.47,0.23,0.27,15.8444444444444
193,2003,4,877,3.38,2.955,0.47,0.23,0.27,15.8444444444444
194,2003,4,3062,3.42,2.809,0.47,0.23,0.27,15.8444444444444
195,2003,4,25574,3.37,3.277,0.47,0.23,0.27,15.8444444444444
196,2003,4,47125,3.28,3.126,0.47,0.23,0.27,15.8444444444444
197,2003,4,35440,3.32,2.904,0.47,0.23,0.27,15.8444444444444
198,2003,4,22989,3.3,2.964,0.47,0.23,0.27,15.8444444444444
199,2003,4,7042,3.28,3.375,0.47,0.23,0.27,15.8444444444444
200,2003,4,10592,3.28,3.327,0.47,0.23,0.27,15.8444444444444
201,2003,4,2845,3.25,2.84,0.47,0.23,0.27,15.8444444444444
202,2003,4,6297,3.23,2.99,0.47,0.23,0.27,15.8444444444444
